party,municipality,year,N,N_pct
C: Det Konservative Folkeparti,Esbjerg,2019,3431,0.049237966763296115
C: Det Konservative Folkeparti,Fanø,2019,186,0.08048463868455215
C: Det Konservative Folkeparti,Varde,2019,1343,0.044113782682958874
C: Det Konservative Folkeparti,Vejen,2019,1298,0.05100597296447658
C: Det Konservative Folkeparti,Aabenraa,2019,1403,0.04085971401112502
C: Det Konservative Folkeparti,Fredericia,2019,1774,0.05761610912633972
C: Det Konservative Folkeparti,Horsens,2019,3208,0.061087308388079596
C: Det Konservative Folkeparti,Kolding,2019,3424,0.06116470167917113
C: Det Konservative Folkeparti,Vejle,2019,4032,0.05830043812085195
C: Det Konservative Folkeparti,Herning,2019,4619,0.08419613561793657
C: Det Konservative Folkeparti,Holstebro,2019,2427,0.06612358326068003
C: Det Konservative Folkeparti,Lemvig,2019,1212,0.09455453268840693
C: Det Konservative Folkeparti,Struer,2019,953,0.07111940298507463
C: Det Konservative Folkeparti,Syddjurs,2019,1445,0.05319148936170213
C: Det Konservative Folkeparti,Norddjurs,2019,807,0.035204816123544036
C: Det Konservative Folkeparti,Favrskov,2019,2087,0.06986475629351901
C: Det Konservative Folkeparti,Odder,2019,1186,0.08087282645755199
C: Det Konservative Folkeparti,Randers,2019,2632,0.04414551919625635
C: Det Konservative Folkeparti,Silkeborg,2019,5309,0.09031215446117206
C: Det Konservative Folkeparti,Samsø,2019,170,0.06964358869315854
C: Det Konservative Folkeparti,Skanderborg,2019,2498,0.06375213740652834
C: Det Konservative Folkeparti,Aarhus,2019,12829,0.05866643497029866
C: Det Konservative Folkeparti,Ikast-Brande,2019,1683,0.06887379276477329
C: Det Konservative Folkeparti,Ringkøbing-Skjern,2019,2063,0.06007221478073496
C: Det Konservative Folkeparti,Hedensted,2019,1569,0.054105313976344015
C: Det Konservative Folkeparti,Morsø,2019,494,0.037947457366722996
C: Det Konservative Folkeparti,Skive,2019,1728,0.05872557349192863
C: Det Konservative Folkeparti,Thisted,2019,1696,0.06236669853644186
C: Det Konservative Folkeparti,Viborg,2019,9940,0.16780336281990682
C: Det Konservative Folkeparti,Brønderslev,2019,1047,0.04681003263736755
C: Det Konservative Folkeparti,Frederikshavn,2019,1734,0.046516618826622315
C: Det Konservative Folkeparti,Vesthimmerlands,2019,1300,0.05912315808622885
C: Det Konservative Folkeparti,Læsø,2019,77,0.06306306306306306
C: Det Konservative Folkeparti,Rebild,2019,899,0.04828401095654976
C: Det Konservative Folkeparti,Mariagerfjord,2019,1384,0.053411546773695584
C: Det Konservative Folkeparti,Jammerbugt,2019,1020,0.042523033309709427
C: Det Konservative Folkeparti,Aalborg,2019,5930,0.04404828226555246
C: Det Konservative Folkeparti,Hjørring,2019,2518,0.06265551906041604
F: SF - Socialistisk Folkeparti,Copenhagen,2019,42797,0.12113158416121819
F: SF - Socialistisk Folkeparti,Frederiksberg,2019,6875,0.10583273040747525
F: SF - Socialistisk Folkeparti,Ballerup,2019,2766,0.09575572941909576
F: SF - Socialistisk Folkeparti,Brøndby,2019,1489,0.08095471103137063
F: SF - Socialistisk Folkeparti,Dragør,2019,503,0.05550038618558976
F: SF - Socialistisk Folkeparti,Gentofte,2019,2779,0.06204509935253405
F: SF - Socialistisk Folkeparti,Gladsaxe,2019,4584,0.11777703553351661
F: SF - Socialistisk Folkeparti,Glostrup,2019,1078,0.08257372654155495
F: SF - Socialistisk Folkeparti,Herlev,2019,1588,0.0957664937884453
F: SF - Socialistisk Folkeparti,Albertslund,2019,2092,0.13904027648544465
F: SF - Socialistisk Folkeparti,Hvidovre,2019,3424,0.11328745367919534
F: SF - Socialistisk Folkeparti,Høje-Taastrup,2019,2221,0.08318975204135141
F: SF - Socialistisk Folkeparti,Lyngby-Taarbæk,2019,3057,0.08970070422535212
F: SF - Socialistisk Folkeparti,Rødovre,2019,2463,0.10677591364286643
F: SF - Socialistisk Folkeparti,Ishøj,2019,910,0.08527785587105238
F: SF - Socialistisk Folkeparti,Tårnby,2019,2001,0.0798133301423956
F: SF - Socialistisk Folkeparti,Vallensbæk,2019,650,0.07108486439195101
F: SF - Socialistisk Folkeparti,Furesø,2019,1987,0.08013712442024602
F: SF - Socialistisk Folkeparti,Allerød,2019,1171,0.07072964484174922
F: SF - Socialistisk Folkeparti,Fredensborg,2019,1764,0.07195301027900147
F: SF - Socialistisk Folkeparti,Helsingør,2019,2766,0.07191326729584276
F: SF - Socialistisk Folkeparti,Hillerød,2019,2345,0.07430291508238276
F: SF - Socialistisk Folkeparti,Hørsholm,2019,595,0.036509787077376205
F: SF - Socialistisk Folkeparti,Rudersdal,2019,1872,0.05313954808674918
F: SF - Socialistisk Folkeparti,Egedal,2019,1961,0.07129353595579146
F: SF - Socialistisk Folkeparti,Frederikssund,2019,1981,0.06868217591790035
F: SF - Socialistisk Folkeparti,Greve,2019,1977,0.0651250123529993
F: SF - Socialistisk Folkeparti,Køge,2019,5855,0.15593789117639226
F: SF - Socialistisk Folkeparti,Halsnæs,2019,1881,0.09686888454011741
F: SF - Socialistisk Folkeparti,Roskilde,2019,5924,0.1065046204739132
F: SF - Socialistisk Folkeparti,Solrød,2019,1071,0.0735829611817245
F: SF - Socialistisk Folkeparti,Gribskov,2019,1670,0.06303313957877255
F: SF - Socialistisk Folkeparti,Odsherred,2019,1472,0.06844919786096257
F: SF - Socialistisk Folkeparti,Holbæk,2019,3189,0.07253662087162224
F: SF - Socialistisk Folkeparti,Faxe,2019,1971,0.08718152866242038
F: SF - Socialistisk Folkeparti,Kalundborg,2019,2094,0.06927581301485428
F: SF - Socialistisk Folkeparti,Ringsted,2019,1867,0.08916376140216821
F: SF - Socialistisk Folkeparti,Slagelse,2019,3788,0.07872313895008105
F: SF - Socialistisk Folkeparti,Stevns,2019,1554,0.10625641025641025
F: SF - Socialistisk Folkeparti,Sorø,2019,1655,0.08872567415429153
F: SF - Socialistisk Folkeparti,Lejre,2019,1999,0.11007709251101322
F: SF - Socialistisk Folkeparti,Lolland,2019,1736,0.06935123042505593
F: SF - Socialistisk Folkeparti,Næstved,2019,4192,0.08109885857999613
F: SF - Socialistisk Folkeparti,Guldborgsund,2019,2844,0.07489137590520079
F: SF - Socialistisk Folkeparti,Vordingborg,2019,2804,0.09572579543902772
F: SF - Socialistisk Folkeparti,Bornholm,2019,1085,0.04300947397629524
F: SF - Socialistisk Folkeparti,Middelfart,2019,1471,0.05917135961383749
F: SF - Socialistisk Folkeparti,Christiansø,2019,6,0.10714285714285714
F: SF - Socialistisk Folkeparti,Assens,2019,1564,0.06024653312788906
F: SF - Socialistisk Folkeparti,Faaborg-Midtfyn,2019,2057,0.06304980842911877
F: SF - Socialistisk Folkeparti,Kerteminde,2019,839,0.054955131984017816
F: SF - Socialistisk Folkeparti,Nyborg,2019,1128,0.055624044578135017
F: SF - Socialistisk Folkeparti,Odense,2019,9631,0.07691509072323026
F: SF - Socialistisk Folkeparti,Svendborg,2019,2499,0.06662933930571109
F: SF - Socialistisk Folkeparti,Nordfyns,2019,1056,0.056768089452747014
F: SF - Socialistisk Folkeparti,Langeland,2019,488,0.05946143536005849
F: SF - Socialistisk Folkeparti,Ærø,2019,228,0.056716417910447764
F: SF - Socialistisk Folkeparti,Haderslev,2019,1614,0.0472330338591203
F: SF - Socialistisk Folkeparti,Billund,2019,482,0.030859850182470068
F: SF - Socialistisk Folkeparti,Sønderborg,2019,1897,0.042270154641472435
F: SF - Socialistisk Folkeparti,Tønder,2019,1201,0.05433159918570459
F: SF - Socialistisk Folkeparti,Esbjerg,2019,3938,0.05651387732843489
F: SF - Socialistisk Folkeparti,Fanø,2019,189,0.08178277801817395
F: SF - Socialistisk Folkeparti,Varde,2019,1198,0.0393509394297727
F: SF - Socialistisk Folkeparti,Vejen,2019,1029,0.04043539767368752
F: SF - Socialistisk Folkeparti,Aabenraa,2019,1449,0.04219937676558814
F: SF - Socialistisk Folkeparti,Fredericia,2019,1762,0.057226372198765835
F: SF - Socialistisk Folkeparti,Horsens,2019,3411,0.0649528706083976
F: SF - Socialistisk Folkeparti,Kolding,2019,3614,0.06455877098963916
F: SF - Socialistisk Folkeparti,Vejle,2019,4096,0.05922584190054801
F: SF - Socialistisk Folkeparti,Herning,2019,2753,0.0501822821728035
F: SF - Socialistisk Folkeparti,Holstebro,2019,2447,0.06666848299912816
F: SF - Socialistisk Folkeparti,Lemvig,2019,745,0.05812139179279139
F: SF - Socialistisk Folkeparti,Struer,2019,831,0.06201492537313433
F: SF - Socialistisk Folkeparti,Syddjurs,2019,2063,0.07594051387764117
F: SF - Socialistisk Folkeparti,Norddjurs,2019,1567,0.06835928979627448
F: SF - Socialistisk Folkeparti,Favrskov,2019,1852,0.06199785752544189
F: SF - Socialistisk Folkeparti,Odder,2019,1236,0.08428230480736447
F: SF - Socialistisk Folkeparti,Randers,2019,3882,0.06511128629174284
F: SF - Socialistisk Folkeparti,Silkeborg,2019,4428,0.07532533809645317
F: SF - Socialistisk Folkeparti,Samsø,2019,216,0.08848832445718968
F: SF - Socialistisk Folkeparti,Skanderborg,2019,3161,0.08067274072939795
F: SF - Socialistisk Folkeparti,Aarhus,2019,22019,0.1006918880357788
F: SF - Socialistisk Folkeparti,Ikast-Brande,2019,1099,0.04497462759862498
F: SF - Socialistisk Folkeparti,Ringkøbing-Skjern,2019,1586,0.04618251703453497
F: SF - Socialistisk Folkeparti,Hedensted,2019,1258,0.04338080623469775
F: SF - Socialistisk Folkeparti,Morsø,2019,460,0.0353356890459364
F: SF - Socialistisk Folkeparti,Skive,2019,1681,0.05712829226847919
F: SF - Socialistisk Folkeparti,Thisted,2019,1061,0.03901595940280944
F: SF - Socialistisk Folkeparti,Viborg,2019,4581,0.07733472888108582
F: SF - Socialistisk Folkeparti,Brønderslev,2019,1041,0.046541780301336794
F: SF - Socialistisk Folkeparti,Frederikshavn,2019,1425,0.038227325160286506
F: SF - Socialistisk Folkeparti,Vesthimmerlands,2019,1628,0.07404038566490813
F: SF - Socialistisk Folkeparti,Læsø,2019,45,0.036855036855036855
F: SF - Socialistisk Folkeparti,Rebild,2019,960,0.051560234169396854
F: SF - Socialistisk Folkeparti,Mariagerfjord,2019,1170,0.045152824945970976
F: SF - Socialistisk Folkeparti,Jammerbugt,2019,997,0.041564180597823824
F: SF - Socialistisk Folkeparti,Aalborg,2019,8952,0.0664958217270195
F: SF - Socialistisk Folkeparti,Hjørring,2019,1966,0.048920075644470984
O: Dansk Folkeparti,Copenhagen,2019,12907,0.036531657750983555
O: Dansk Folkeparti,Frederiksberg,2019,2403,0.036991425624605535
O: Dansk Folkeparti,Ballerup,2019,2898,0.10032541715710032
O: Dansk Folkeparti,Brøndby,2019,2070,0.11254281520143533
O: Dansk Folkeparti,Dragør,2019,770,0.08496082974732429
O: Dansk Folkeparti,Gentofte,2019,1617,0.03610180843938379
O: Dansk Folkeparti,Gladsaxe,2019,2787,0.07160658770329642
O: Dansk Folkeparti,Glostrup,2019,1543,0.11819226350057449
O: Dansk Folkeparti,Herlev,2019,1416,0.08539380050657339
O: Dansk Folkeparti,Albertslund,2019,1225,0.0814169879037618
O: Dansk Folkeparti,Hvidovre,2019,3298,0.10911858125992589
O: Dansk Folkeparti,Høje-Taastrup,2019,2867,0.10738632107273953
O: Dansk Folkeparti,Lyngby-Taarbæk,2019,1518,0.044542253521126764
O: Dansk Folkeparti,Rødovre,2019,2129,0.09229635409892921
O: Dansk Folkeparti,Ishøj,2019,1219,0.11423484209539875
O: Dansk Folkeparti,Tårnby,2019,3101,0.12368872402377248
O: Dansk Folkeparti,Vallensbæk,2019,832,0.09098862642169729
O: Dansk Folkeparti,Furesø,2019,1129,0.04553337366404517
O: Dansk Folkeparti,Allerød,2019,907,0.054783764194249816
O: Dansk Folkeparti,Fredensborg,2019,1767,0.07207537934410181
O: Dansk Folkeparti,Helsingør,2019,3127,0.08129891064139563
O: Dansk Folkeparti,Hillerød,2019,2067,0.06549429657794677
O: Dansk Folkeparti,Hørsholm,2019,805,0.049395594281156044
O: Dansk Folkeparti,Rudersdal,2019,1326,0.037640513228114
O: Dansk Folkeparti,Egedal,2019,2478,0.09008943503235657
O: Dansk Folkeparti,Frederikssund,2019,3054,0.10588357660437542
O: Dansk Folkeparti,Greve,2019,3312,0.10910168989030537
O: Dansk Folkeparti,Køge,2019,3498,0.09316323541161745
O: Dansk Folkeparti,Halsnæs,2019,2272,0.11700484086929652
O: Dansk Folkeparti,Roskilde,2019,4141,0.07444895904498221
O: Dansk Folkeparti,Solrød,2019,1427,0.09804190999656476
O: Dansk Folkeparti,Gribskov,2019,2802,0.10575979467049143
O: Dansk Folkeparti,Odsherred,2019,2806,0.1304812834224599
O: Dansk Folkeparti,Holbæk,2019,4632,0.10535893003366391
O: Dansk Folkeparti,Faxe,2019,2779,0.12292108987968861
O: Dansk Folkeparti,Kalundborg,2019,4109,0.13593806861415292
O: Dansk Folkeparti,Ringsted,2019,2425,0.11581259850040594
O: Dansk Folkeparti,Slagelse,2019,5540,0.11513362982667609
O: Dansk Folkeparti,Stevns,2019,1674,0.11446153846153846
O: Dansk Folkeparti,Sorø,2019,2127,0.11402991475902
O: Dansk Folkeparti,Lejre,2019,1712,0.09427312775330396
O: Dansk Folkeparti,Lolland,2019,3065,0.12244327261105785
O: Dansk Folkeparti,Næstved,2019,5179,0.10019346101760496
O: Dansk Folkeparti,Guldborgsund,2019,5444,0.1433574720210665
O: Dansk Folkeparti,Vordingborg,2019,2827,0.09651099276252902
O: Dansk Folkeparti,Bornholm,2019,2625,0.10405517897490783
O: Dansk Folkeparti,Middelfart,2019,2357,0.09481094127111826
O: Dansk Folkeparti,Christiansø,2019,1,0.017857142857142856
O: Dansk Folkeparti,Assens,2019,2956,0.11386748844375963
O: Dansk Folkeparti,Faaborg-Midtfyn,2019,3471,0.10639080459770114
O: Dansk Folkeparti,Kerteminde,2019,1594,0.10440820069430798
O: Dansk Folkeparti,Nyborg,2019,1957,0.09650377237536367
O: Dansk Folkeparti,Odense,2019,8786,0.07016675185279836
O: Dansk Folkeparti,Svendborg,2019,3233,0.08619954140670825
O: Dansk Folkeparti,Nordfyns,2019,2127,0.11434254381249329
O: Dansk Folkeparti,Langeland,2019,854,0.10405751188010236
O: Dansk Folkeparti,Ærø,2019,411,0.10223880597014925
O: Dansk Folkeparti,Haderslev,2019,4213,0.12329168007959966
O: Dansk Folkeparti,Billund,2019,2328,0.14904923490620398
O: Dansk Folkeparti,Sønderborg,2019,5511,0.12279958999955434
O: Dansk Folkeparti,Tønder,2019,2889,0.13069441302872653
O: Dansk Folkeparti,Esbjerg,2019,7930,0.11380270371114491
O: Dansk Folkeparti,Fanø,2019,201,0.08697533535266118
O: Dansk Folkeparti,Varde,2019,4050,0.13303113914071737
O: Dansk Folkeparti,Vejen,2019,3282,0.1289688777114115
O: Dansk Folkeparti,Aabenraa,2019,5076,0.147828872644669
O: Dansk Folkeparti,Fredericia,2019,3891,0.12637219876583305
O: Dansk Folkeparti,Horsens,2019,6042,0.11505284204512996
O: Dansk Folkeparti,Kolding,2019,6206,0.11086102179349767
O: Dansk Folkeparti,Vejle,2019,8681,0.12552234705533624
O: Dansk Folkeparti,Herning,2019,4409,0.08036820998906306
O: Dansk Folkeparti,Holstebro,2019,2945,0.08023648648648649
O: Dansk Folkeparti,Lemvig,2019,1108,0.08644094242471524
O: Dansk Folkeparti,Struer,2019,1132,0.08447761194029851
O: Dansk Folkeparti,Syddjurs,2019,2626,0.0966649488331002
O: Dansk Folkeparti,Norddjurs,2019,2587,0.11285608340967587
O: Dansk Folkeparti,Favrskov,2019,2748,0.0919925013390466
O: Dansk Folkeparti,Odder,2019,1111,0.07575860893283327
O: Dansk Folkeparti,Randers,2019,5798,0.09724761409570454
O: Dansk Folkeparti,Silkeborg,2019,4507,0.0766692183380114
O: Dansk Folkeparti,Samsø,2019,196,0.08029496108152397
O: Dansk Folkeparti,Skanderborg,2019,3129,0.0798560600260317
O: Dansk Folkeparti,Aarhus,2019,10525,0.048130347498822466
O: Dansk Folkeparti,Ikast-Brande,2019,3015,0.12338353249304305
O: Dansk Folkeparti,Ringkøbing-Skjern,2019,3383,0.09850911420418147
O: Dansk Folkeparti,Hedensted,2019,4127,0.1423152522500776
O: Dansk Folkeparti,Morsø,2019,1252,0.0961745275772008
O: Dansk Folkeparti,Skive,2019,2261,0.07683942225998301
O: Dansk Folkeparti,Thisted,2019,2783,0.10233875119511657
O: Dansk Folkeparti,Viborg,2019,4469,0.07544398676480518
O: Dansk Folkeparti,Brønderslev,2019,2464,0.1101622926632986
O: Dansk Folkeparti,Frederikshavn,2019,4513,0.12106660943745473
O: Dansk Folkeparti,Vesthimmerlands,2019,2578,0.11724577042022921
O: Dansk Folkeparti,Læsø,2019,228,0.18673218673218672
O: Dansk Folkeparti,Rebild,2019,1710,0.09184166711423815
O: Dansk Folkeparti,Mariagerfjord,2019,2787,0.10755634455078728
O: Dansk Folkeparti,Jammerbugt,2019,2689,0.11210238879393004
O: Dansk Folkeparti,Aalborg,2019,9652,0.07169545032497679
O: Dansk Folkeparti,Hjørring,2019,4078,0.10147307654026078
K: Kristendemokraterne,Copenhagen,2019,2541,0.007191984376326738
K: Kristendemokraterne,Frederiksberg,2019,488,0.007512199627468789
K: Kristendemokraterne,Ballerup,2019,352,0.012185833968012186
K: Kristendemokraterne,Brøndby,2019,111,0.006034904583265372
K: Kristendemokraterne,Dragør,2019,51,0.005627275736511089
K: Kristendemokraterne,Gentofte,2019,415,0.009265461040410806
K: Kristendemokraterne,Gladsaxe,2019,354,0.009095346984918167
K: Kristendemokraterne,Glostrup,2019,98,0.007506702412868633
K: Kristendemokraterne,Herlev,2019,245,0.014775057291038476
K: Kristendemokraterne,Albertslund,2019,121,0.008042004519473614
K: Kristendemokraterne,Hvidovre,2019,326,0.010786130227633669
K: Kristendemokraterne,Høje-Taastrup,2019,254,0.009513821260019477
K: Kristendemokraterne,Lyngby-Taarbæk,2019,282,0.008274647887323943
K: Kristendemokraterne,Rødovre,2019,234,0.010144362075692548
K: Kristendemokraterne,Ishøj,2019,73,0.006840970855589917
K: Kristendemokraterne,Tårnby,2019,188,0.007498703681544414
K: Kristendemokraterne,Vallensbæk,2019,65,0.0071084864391951
K: Kristendemokraterne,Furesø,2019,223,0.008993748739665255
K: Kristendemokraterne,Allerød,2019,171,0.010328581783039381
K: Kristendemokraterne,Fredensborg,2019,257,0.010482949910262685
K: Kristendemokraterne,Helsingør,2019,297,0.007721706575150145
K: Kristendemokraterne,Hillerød,2019,704,0.022306717363751585
K: Kristendemokraterne,Hørsholm,2019,126,0.007731484322267902
K: Kristendemokraterne,Rudersdal,2019,238,0.0067559895537640515
K: Kristendemokraterne,Egedal,2019,227,0.008252744855667854
K: Kristendemokraterne,Frederikssund,2019,245,0.0084942620393163
K: Kristendemokraterne,Greve,2019,259,0.008531804855552261
K: Kristendemokraterne,Køge,2019,290,0.0077236530215463286
K: Kristendemokraterne,Halsnæs,2019,162,0.008342774745081882
K: Kristendemokraterne,Roskilde,2019,462,0.008306065945129625
K: Kristendemokraterne,Solrød,2019,96,0.0065956715905187225
K: Kristendemokraterne,Gribskov,2019,579,0.021854004680304975
K: Kristendemokraterne,Odsherred,2019,163,0.0075796326435712625
K: Kristendemokraterne,Holbæk,2019,377,0.008575197889182058
K: Kristendemokraterne,Faxe,2019,194,0.008581033262561925
K: Kristendemokraterne,Kalundborg,2019,231,0.0076421742151057005
K: Kristendemokraterne,Ringsted,2019,143,0.006829361478580639
K: Kristendemokraterne,Slagelse,2019,349,0.0072530030342075735
K: Kristendemokraterne,Stevns,2019,111,0.007589743589743589
K: Kristendemokraterne,Sorø,2019,220,0.011794349434407334
K: Kristendemokraterne,Lejre,2019,184,0.01013215859030837
K: Kristendemokraterne,Lolland,2019,171,0.006831255992329818
K: Kristendemokraterne,Næstved,2019,394,0.007622364093635132
K: Kristendemokraterne,Guldborgsund,2019,326,0.00858459512837393
K: Kristendemokraterne,Vordingborg,2019,201,0.006861941827120033
K: Kristendemokraterne,Bornholm,2019,1033,0.04094819043088754
K: Kristendemokraterne,Middelfart,2019,312,0.01255028157683025
K: Kristendemokraterne,Assens,2019,327,0.012596302003081664
K: Kristendemokraterne,Faaborg-Midtfyn,2019,370,0.011340996168582376
K: Kristendemokraterne,Kerteminde,2019,172,0.011266129560489946
K: Kristendemokraterne,Nyborg,2019,167,0.008235120074954387
K: Kristendemokraterne,Odense,2019,1419,0.011332417582417582
K: Kristendemokraterne,Svendborg,2019,386,0.010291686663467178
K: Kristendemokraterne,Nordfyns,2019,175,0.009407590581657885
K: Kristendemokraterne,Langeland,2019,73,0.008894845863287438
K: Kristendemokraterne,Ærø,2019,52,0.012935323383084577
K: Kristendemokraterne,Haderslev,2019,852,0.024933423078048637
K: Kristendemokraterne,Billund,2019,535,0.03425315321083296
K: Kristendemokraterne,Sønderborg,2019,574,0.012790231293729666
K: Kristendemokraterne,Tønder,2019,654,0.029586066500791677
K: Kristendemokraterne,Esbjerg,2019,1129,0.016202175597715335
K: Kristendemokraterne,Fanø,2019,25,0.010817827780181739
K: Kristendemokraterne,Varde,2019,904,0.029693864144002102
K: Kristendemokraterne,Vejen,2019,474,0.01862621817038667
K: Kristendemokraterne,Aabenraa,2019,678,0.01974546407665201
K: Kristendemokraterne,Fredericia,2019,556,0.018057810977590127
K: Kristendemokraterne,Horsens,2019,890,0.016947538798438543
K: Kristendemokraterne,Kolding,2019,1240,0.022150768131475526
K: Kristendemokraterne,Vejle,2019,1875,0.027111438858283085
K: Kristendemokraterne,Herning,2019,3805,0.06935836675173168
K: Kristendemokraterne,Holstebro,2019,1623,0.04421861377506539
K: Kristendemokraterne,Lemvig,2019,623,0.04860352629115307
K: Kristendemokraterne,Struer,2019,546,0.04074626865671642
K: Kristendemokraterne,Syddjurs,2019,429,0.015791798571744092
K: Kristendemokraterne,Norddjurs,2019,402,0.01753697160057584
K: Kristendemokraterne,Favrskov,2019,569,0.019047937868237816
K: Kristendemokraterne,Odder,2019,265,0.018070235254006136
K: Kristendemokraterne,Randers,2019,1314,0.022039214370775398
K: Kristendemokraterne,Silkeborg,2019,1841,0.031317512970996005
K: Kristendemokraterne,Samsø,2019,46,0.018844735764031135
K: Kristendemokraterne,Skanderborg,2019,702,0.017915932930097234
K: Kristendemokraterne,Aarhus,2019,4610,0.021081320852215826
K: Kristendemokraterne,Ikast-Brande,2019,1045,0.04276477328531675
K: Kristendemokraterne,Ringkøbing-Skjern,2019,5624,0.1637644866344418
K: Kristendemokraterne,Hedensted,2019,1390,0.047932687334046
K: Kristendemokraterne,Morsø,2019,213,0.016361960362574896
K: Kristendemokraterne,Skive,2019,508,0.017264231096006798
K: Kristendemokraterne,Thisted,2019,677,0.024895197470030155
K: Kristendemokraterne,Viborg,2019,1401,0.023651158079546222
K: Kristendemokraterne,Brønderslev,2019,347,0.015513926767112263
K: Kristendemokraterne,Frederikshavn,2019,661,0.01773211363575395
K: Kristendemokraterne,Vesthimmerlands,2019,336,0.015281062397671456
K: Kristendemokraterne,Læsø,2019,25,0.020475020475020474
K: Kristendemokraterne,Rebild,2019,261,0.01401793866480477
K: Kristendemokraterne,Mariagerfjord,2019,369,0.014240506329113924
K: Kristendemokraterne,Jammerbugt,2019,391,0.01630049610205528
K: Kristendemokraterne,Aalborg,2019,1786,0.013266480965645311
K: Kristendemokraterne,Hjørring,2019,665,0.016547228028267143
V: Venstre,Copenhagen,2019,48466,0.13717698338569528
V: Venstre,Frederiksberg,2019,11815,0.1818783577839011
V: Venstre,Ballerup,2019,4511,0.15616561656165617
V: Venstre,Brøndby,2019,2426,0.13189800467569185
V: Venstre,Dragør,2019,2804,0.30938982676817833
V: Venstre,Gentofte,2019,11300,0.2522884572449207
V: Venstre,Gladsaxe,2019,6260,0.16083862182369416
V: Venstre,Glostrup,2019,2466,0.18889314438912294
V: Venstre,Herlev,2019,2499,0.15070558436859244
V: Venstre,Albertslund,2019,1520,0.101023527847933
V: Venstre,Hvidovre,2019,4518,0.1494838538909476
V: Venstre,Høje-Taastrup,2019,4423,0.165667840287662
V: Venstre,Lyngby-Taarbæk,2019,6776,0.1988262910798122
V: Venstre,Rødovre,2019,3304,0.14323492435080418
V: Venstre,Ishøj,2019,1518,0.1422547090244588
V: Venstre,Tårnby,2019,4734,0.188823740576762
V: Venstre,Vallensbæk,2019,1834,0.2005686789151356
V: Venstre,Furesø,2019,5174,0.20867110304496875
V: Venstre,Allerød,2019,3977,0.240215027784489
V: Venstre,Fredensborg,2019,5605,0.22862620329580682
V: Venstre,Helsingør,2019,6500,0.16899357824402672
V: Venstre,Hillerød,2019,7119,0.22557034220532318
V: Venstre,Hørsholm,2019,5096,0.3126955881450574
V: Venstre,Rudersdal,2019,9216,0.2616100828886113
V: Venstre,Egedal,2019,6889,0.25045444630262487
V: Venstre,Frederikssund,2019,7245,0.2511874631626391
V: Venstre,Greve,2019,9194,0.302862601706361
V: Venstre,Køge,2019,9416,0.25077902362372495
V: Venstre,Halsnæs,2019,4044,0.2082603769698218
V: Venstre,Roskilde,2019,12923,0.232336125993312
V: Venstre,Solrød,2019,4558,0.3131569907248368
V: Venstre,Gribskov,2019,6877,0.2595682041216879
V: Venstre,Odsherred,2019,4901,0.22790048825854453
V: Venstre,Holbæk,2019,10408,0.2367391502138113
V: Venstre,Faxe,2019,5494,0.24301132342533616
V: Venstre,Kalundborg,2019,7752,0.2564594567770536
V: Venstre,Ringsted,2019,5121,0.24456755336931085
V: Venstre,Slagelse,2019,12438,0.2584895465314435
V: Venstre,Stevns,2019,3686,0.25203418803418803
V: Venstre,Sorø,2019,4360,0.23374256151825443
V: Venstre,Lejre,2019,4690,0.2582599118942731
V: Venstre,Lolland,2019,5134,0.2050974752317034
V: Venstre,Næstved,2019,11787,0.22803250145095763
V: Venstre,Guldborgsund,2019,8040,0.21171823568136933
V: Venstre,Vordingborg,2019,6517,0.22248395466338933
V: Venstre,Bornholm,2019,6375,0.2527054346533476
V: Venstre,Middelfart,2019,6715,0.27011263073209973
V: Venstre,Christiansø,2019,9,0.16071428571428573
V: Venstre,Assens,2019,6767,0.2606702619414484
V: Venstre,Faaborg-Midtfyn,2019,8850,0.271264367816092
V: Venstre,Kerteminde,2019,3256,0.21327045261020502
V: Venstre,Nyborg,2019,5105,0.2517382513930667
V: Venstre,Odense,2019,25955,0.2072818170201891
V: Venstre,Svendborg,2019,8053,0.2147123126966352
V: Venstre,Nordfyns,2019,5354,0.2878185141382647
V: Venstre,Langeland,2019,1926,0.23467771414646033
V: Venstre,Ærø,2019,1065,0.26492537313432835
V: Venstre,Haderslev,2019,9611,0.2812618887360627
V: Venstre,Billund,2019,5565,0.3562968179781036
V: Venstre,Sønderborg,2019,12521,0.2790008467400508
V: Venstre,Tønder,2019,7318,0.3310563220990726
V: Venstre,Esbjerg,2019,18133,0.26022502224390803
V: Venstre,Fanø,2019,512,0.22154911293812202
V: Venstre,Varde,2019,10684,0.35093942977269743
V: Venstre,Vejen,2019,8049,0.3162920465262496
V: Venstre,Aabenraa,2019,10666,0.31062702041529544
V: Venstre,Fredericia,2019,6675,0.21679116596297499
V: Venstre,Horsens,2019,12437,0.2368275730743597
V: Venstre,Kolding,2019,15432,0.2756698821007503
V: Venstre,Vejle,2019,18841,0.2724301970820862
V: Venstre,Herning,2019,18266,0.33295661684287275
V: Venstre,Holstebro,2019,11251,0.306533347863993
V: Venstre,Lemvig,2019,4404,0.343579341550944
V: Venstre,Struer,2019,3926,0.2929850746268657
V: Venstre,Syddjurs,2019,7053,0.25962600309210043
V: Venstre,Norddjurs,2019,5647,0.24634646424988002
V: Venstre,Favrskov,2019,8199,0.2744710765934655
V: Venstre,Odder,2019,3604,0.24575519945448346
V: Venstre,Randers,2019,15374,0.2578621626608074
