municipality_code,municipality,age_group,gender,education_level,N
0186,Lidingö,23-30,Men,"Tertiary education, 2 years or longer",328.1
0186,Lidingö,23-30,Men,"Tertiary education, shorter than 2 years",189.9
0186,Lidingö,23-30,Men,Upper secondary school,286.6
0186,Lidingö,23-30,Women,Postgraduate education,6.7
0186,Lidingö,23-30,Women,"Primary school, 9/10 years",20.8
0186,Lidingö,23-30,Women,"Primary school, shorter than 9 years",6.7
0186,Lidingö,23-30,Women,"Tertiary education, 2 years or longer",427.2
0186,Lidingö,23-30,Women,"Tertiary education, shorter than 2 years",169.0
0186,Lidingö,23-30,Women,Upper secondary school,191.8
0186,Lidingö,31-40,Men,Postgraduate education,38.3
0186,Lidingö,31-40,Men,"Primary school, 9/10 years",123.0
0186,Lidingö,31-40,Men,"Primary school, shorter than 9 years",21.5
0186,Lidingö,31-40,Men,"Tertiary education, 2 years or longer",1040.0
0186,Lidingö,31-40,Men,"Tertiary education, shorter than 2 years",454.4
0186,Lidingö,31-40,Men,Upper secondary school,681.0
0186,Lidingö,31-40,Women,Postgraduate education,34.3
0186,Lidingö,31-40,Women,"Primary school, 9/10 years",61.3
0186,Lidingö,31-40,Women,"Primary school, shorter than 9 years",23.7
0186,Lidingö,31-40,Women,"Tertiary education, 2 years or longer",1444.0
0186,Lidingö,31-40,Women,"Tertiary education, shorter than 2 years",439.9
0186,Lidingö,31-40,Women,Upper secondary school,505.2
0186,Lidingö,41-50,Men,Postgraduate education,75.8
0186,Lidingö,41-50,Men,"Primary school, 9/10 years",120.5
0186,Lidingö,41-50,Men,"Primary school, shorter than 9 years",26.0
0186,Lidingö,41-50,Men,"Tertiary education, 2 years or longer",1406.5
0186,Lidingö,41-50,Men,"Tertiary education, shorter than 2 years",481.0
0186,Lidingö,41-50,Men,Upper secondary school,714.4
0186,Lidingö,41-50,Women,Postgraduate education,78.0
0186,Lidingö,41-50,Women,"Primary school, 9/10 years",74.9
0186,Lidingö,41-50,Women,"Primary school, shorter than 9 years",29.7
0186,Lidingö,41-50,Women,"Tertiary education, 2 years or longer",1864.5
0186,Lidingö,41-50,Women,"Tertiary education, shorter than 2 years",480.5
0186,Lidingö,41-50,Women,Upper secondary school,617.3
0186,Lidingö,51-60,Men,Postgraduate education,93.6
0186,Lidingö,51-60,Men,"Primary school, 9/10 years",143.8
0186,Lidingö,51-60,Men,"Primary school, shorter than 9 years",24.1
0186,Lidingö,51-60,Men,"Tertiary education, 2 years or longer",1371.2
0186,Lidingö,51-60,Men,"Tertiary education, shorter than 2 years",551.0
0186,Lidingö,51-60,Men,Upper secondary school,803.3
0186,Lidingö,51-60,Women,Postgraduate education,92.0
0186,Lidingö,51-60,Women,"Primary school, 9/10 years",91.1
0186,Lidingö,51-60,Women,"Primary school, shorter than 9 years",25.0
0186,Lidingö,51-60,Women,"Tertiary education, 2 years or longer",1560.5
0186,Lidingö,51-60,Women,"Tertiary education, shorter than 2 years",559.7
0186,Lidingö,51-60,Women,Upper secondary school,787.6
0186,Lidingö,61-70,Men,Postgraduate education,88.9
0186,Lidingö,61-70,Men,"Primary school, 9/10 years",150.1
0186,Lidingö,61-70,Men,"Primary school, shorter than 9 years",20.9
0186,Lidingö,61-70,Men,"Tertiary education, 2 years or longer",903.8
0186,Lidingö,61-70,Men,"Tertiary education, shorter than 2 years",415.7
0186,Lidingö,61-70,Men,Upper secondary school,620.5
0186,Lidingö,61-70,Women,Postgraduate education,67.0
0186,Lidingö,61-70,Women,"Primary school, 9/10 years",106.0
0186,Lidingö,61-70,Women,"Primary school, shorter than 9 years",24.4
0186,Lidingö,61-70,Women,"Tertiary education, 2 years or longer",985.3
0186,Lidingö,61-70,Women,"Tertiary education, shorter than 2 years",507.5
0186,Lidingö,61-70,Women,Upper secondary school,746.8
0186,Lidingö,71-104,Men,Postgraduate education,192.6
0186,Lidingö,71-104,Men,"Primary school, 9/10 years",172.7
0186,Lidingö,71-104,Men,"Primary school, shorter than 9 years",160.1
0186,Lidingö,71-104,Men,"Tertiary education, 2 years or longer",1308.3
0186,Lidingö,71-104,Men,"Tertiary education, shorter than 2 years",438.1
0186,Lidingö,71-104,Men,Upper secondary school,969.7
0186,Lidingö,71-104,Women,Postgraduate education,90.3
0186,Lidingö,71-104,Women,"Primary school, 9/10 years",277.9
0186,Lidingö,71-104,Women,"Primary school, shorter than 9 years",214.8
0186,Lidingö,71-104,Women,"Tertiary education, 2 years or longer",1408.7
0186,Lidingö,71-104,Women,"Tertiary education, shorter than 2 years",807.2
0186,Lidingö,71-104,Women,Upper secondary school,1459.7
0187,Vaxholm,18-22,Men,"Primary school, 9/10 years",346.8
0187,Vaxholm,18-22,Men,"Primary school, shorter than 9 years",2.2
0187,Vaxholm,18-22,Men,"Tertiary education, 2 years or longer",14.1
0187,Vaxholm,18-22,Men,"Tertiary education, shorter than 2 years",52.0
0187,Vaxholm,18-22,Men,Upper secondary school,269.8
0187,Vaxholm,18-22,Women,"Primary school, 9/10 years",293.4
0187,Vaxholm,18-22,Women,"Tertiary education, 2 years or longer",19.5
0187,Vaxholm,18-22,Women,"Tertiary education, shorter than 2 years",61.5
0187,Vaxholm,18-22,Women,Upper secondary school,269.7
0187,Vaxholm,23-30,Men,"Primary school, 9/10 years",12.3
0187,Vaxholm,23-30,Men,"Primary school, shorter than 9 years",2.0
0187,Vaxholm,23-30,Men,"Tertiary education, 2 years or longer",39.1
0187,Vaxholm,23-30,Men,"Tertiary education, shorter than 2 years",26.9
0187,Vaxholm,23-30,Men,Upper secondary school,68.0
0187,Vaxholm,23-30,Women,"Primary school, 9/10 years",8.6
0187,Vaxholm,23-30,Women,"Primary school, shorter than 9 years",1.6
0187,Vaxholm,23-30,Women,"Tertiary education, 2 years or longer",61.9
0187,Vaxholm,23-30,Women,"Tertiary education, shorter than 2 years",32.4
0187,Vaxholm,23-30,Women,Upper secondary school,52.9
0187,Vaxholm,31-40,Men,Postgraduate education,5.1
0187,Vaxholm,31-40,Men,"Primary school, 9/10 years",34.1
0187,Vaxholm,31-40,Men,"Primary school, shorter than 9 years",5.6
0187,Vaxholm,31-40,Men,"Tertiary education, 2 years or longer",154.4
0187,Vaxholm,31-40,Men,"Tertiary education, shorter than 2 years",92.9
0187,Vaxholm,31-40,Men,Upper secondary school,180.7
0187,Vaxholm,31-40,Women,Postgraduate education,1.3
0187,Vaxholm,31-40,Women,"Primary school, 9/10 years",16.9
0187,Vaxholm,31-40,Women,"Primary school, shorter than 9 years",3.1
0187,Vaxholm,31-40,Women,"Tertiary education, 2 years or longer",243.7
0187,Vaxholm,31-40,Women,"Tertiary education, shorter than 2 years",98.2
0187,Vaxholm,31-40,Women,Upper secondary school,139.1
0187,Vaxholm,41-50,Men,Postgraduate education,12.6
0187,Vaxholm,41-50,Men,"Primary school, 9/10 years",37.5
0187,Vaxholm,41-50,Men,"Primary school, shorter than 9 years",3.3
0187,Vaxholm,41-50,Men,"Tertiary education, 2 years or longer",236.6
0187,Vaxholm,41-50,Men,"Tertiary education, shorter than 2 years",117.0
0187,Vaxholm,41-50,Men,Upper secondary school,198.3
0187,Vaxholm,41-50,Women,Postgraduate education,11.7
0187,Vaxholm,41-50,Women,"Primary school, 9/10 years",16.4
0187,Vaxholm,41-50,Women,"Primary school, shorter than 9 years",3.5
0187,Vaxholm,41-50,Women,"Tertiary education, 2 years or longer",382.0
0187,Vaxholm,41-50,Women,"Tertiary education, shorter than 2 years",108.0
0187,Vaxholm,41-50,Women,Upper secondary school,186.1
0187,Vaxholm,51-60,Men,Postgraduate education,23.6
0187,Vaxholm,51-60,Men,"Primary school, 9/10 years",68.6
0187,Vaxholm,51-60,Men,"Primary school, shorter than 9 years",3.7
0187,Vaxholm,51-60,Men,"Tertiary education, 2 years or longer",319.2
0187,Vaxholm,51-60,Men,"Tertiary education, shorter than 2 years",173.2
0187,Vaxholm,51-60,Men,Upper secondary school,325.7
0187,Vaxholm,51-60,Women,Postgraduate education,19.4
0187,Vaxholm,51-60,Women,"Primary school, 9/10 years",35.2
0187,Vaxholm,51-60,Women,"Primary school, shorter than 9 years",5.9
0187,Vaxholm,51-60,Women,"Tertiary education, 2 years or longer",415.2
0187,Vaxholm,51-60,Women,"Tertiary education, shorter than 2 years",155.6
0187,Vaxholm,51-60,Women,Upper secondary school,326.3
0187,Vaxholm,61-70,Men,Postgraduate education,19.5
0187,Vaxholm,61-70,Men,"Primary school, 9/10 years",65.2
0187,Vaxholm,61-70,Men,"Primary school, shorter than 9 years",5.5
0187,Vaxholm,61-70,Men,"Tertiary education, 2 years or longer",200.2
0187,Vaxholm,61-70,Men,"Tertiary education, shorter than 2 years",136.8
0187,Vaxholm,61-70,Men,Upper secondary school,278.6
0187,Vaxholm,61-70,Women,Postgraduate education,9.7
0187,Vaxholm,61-70,Women,"Primary school, 9/10 years",43.0
0187,Vaxholm,61-70,Women,"Primary school, shorter than 9 years",3.6
0187,Vaxholm,61-70,Women,"Tertiary education, 2 years or longer",223.6
0187,Vaxholm,61-70,Women,"Tertiary education, shorter than 2 years",160.7
0187,Vaxholm,61-70,Women,Upper secondary school,293.5
0187,Vaxholm,71-104,Men,Postgraduate education,30.0
0187,Vaxholm,71-104,Men,"Primary school, 9/10 years",77.2
0187,Vaxholm,71-104,Men,"Primary school, shorter than 9 years",54.3
0187,Vaxholm,71-104,Men,"Tertiary education, 2 years or longer",280.7
0187,Vaxholm,71-104,Men,"Tertiary education, shorter than 2 years",149.6
0187,Vaxholm,71-104,Men,Upper secondary school,395.3
0187,Vaxholm,71-104,Women,Postgraduate education,16.3
0187,Vaxholm,71-104,Women,"Primary school, 9/10 years",92.2
0187,Vaxholm,71-104,Women,"Primary school, shorter than 9 years",53.2
0187,Vaxholm,71-104,Women,"Tertiary education, 2 years or longer",255.4
0187,Vaxholm,71-104,Women,"Tertiary education, shorter than 2 years",221.1
0187,Vaxholm,71-104,Women,Upper secondary school,468.8
0188,Norrtälje,18-22,Men,"Primary school, 9/10 years",1281.1
0188,Norrtälje,18-22,Men,"Primary school, shorter than 9 years",7.4
0188,Norrtälje,18-22,Men,"Tertiary education, 2 years or longer",31.7
0188,Norrtälje,18-22,Men,"Tertiary education, shorter than 2 years",164.0
0188,Norrtälje,18-22,Men,Upper secondary school,1434.4
0188,Norrtälje,18-22,Women,"Primary school, 9/10 years",1184.8
0188,Norrtälje,18-22,Women,"Primary school, shorter than 9 years",6.5
0188,Norrtälje,18-22,Women,"Tertiary education, 2 years or longer",72.0
0188,Norrtälje,18-22,Women,"Tertiary education, shorter than 2 years",221.5
0188,Norrtälje,18-22,Women,Upper secondary school,1130.0
0188,Norrtälje,23-30,Men,Postgraduate education,2.8
0188,Norrtälje,23-30,Men,"Primary school, 9/10 years",157.4
0188,Norrtälje,23-30,Men,"Primary school, shorter than 9 years",17.5
0188,Norrtälje,23-30,Men,"Tertiary education, 2 years or longer",146.7
0188,Norrtälje,23-30,Men,"Tertiary education, shorter than 2 years",209.8
0188,Norrtälje,23-30,Men,Upper secondary school,890.0
0188,Norrtälje,23-30,Women,Postgraduate education,1.9
0188,Norrtälje,23-30,Women,"Primary school, 9/10 years",94.2
0188,Norrtälje,23-30,Women,"Primary school, shorter than 9 years",17.9
0188,Norrtälje,23-30,Women,"Tertiary education, 2 years or longer",318.5
0188,Norrtälje,23-30,Women,"Tertiary education, shorter than 2 years",235.5
0188,Norrtälje,23-30,Women,Upper secondary school,581.4
0188,Norrtälje,31-40,Men,Postgraduate education,18.2
0188,Norrtälje,31-40,Men,"Primary school, 9/10 years",432.4
0188,Norrtälje,31-40,Men,"Primary school, shorter than 9 years",58.0
0188,Norrtälje,31-40,Men,"Tertiary education, 2 years or longer",507.8
0188,Norrtälje,31-40,Men,"Tertiary education, shorter than 2 years",589.7
0188,Norrtälje,31-40,Men,Upper secondary school,2256.0
0188,Norrtälje,31-40,Women,Postgraduate education,10.4
0188,Norrtälje,31-40,Women,"Primary school, 9/10 years",248.2
0188,Norrtälje,31-40,Women,"Primary school, shorter than 9 years",67.2
0188,Norrtälje,31-40,Women,"Tertiary education, 2 years or longer",1094.5
0188,Norrtälje,31-40,Women,"Tertiary education, shorter than 2 years",712.2
0188,Norrtälje,31-40,Women,Upper secondary school,1624.2
0188,Norrtälje,41-50,Men,Postgraduate education,23.4
0188,Norrtälje,41-50,Men,"Primary school, 9/10 years",386.4
0188,Norrtälje,41-50,Men,"Primary school, shorter than 9 years",57.8
0188,Norrtälje,41-50,Men,"Tertiary education, 2 years or longer",484.9
0188,Norrtälje,41-50,Men,"Tertiary education, shorter than 2 years",480.5
0188,Norrtälje,41-50,Men,Upper secondary school,1827.6
0188,Norrtälje,41-50,Women,Postgraduate education,18.9
0188,Norrtälje,41-50,Women,"Primary school, 9/10 years",199.9
0188,Norrtälje,41-50,Women,"Primary school, shorter than 9 years",75.6
0188,Norrtälje,41-50,Women,"Tertiary education, 2 years or longer",1009.5
0188,Norrtälje,41-50,Women,"Tertiary education, shorter than 2 years",554.5
0188,Norrtälje,41-50,Women,Upper secondary school,1313.7
0188,Norrtälje,51-60,Men,Postgraduate education,28.4
0188,Norrtälje,51-60,Men,"Primary school, 9/10 years",524.9
0188,Norrtälje,51-60,Men,"Primary school, shorter than 9 years",64.2
0188,Norrtälje,51-60,Men,"Tertiary education, 2 years or longer",443.6
0188,Norrtälje,51-60,Men,"Tertiary education, shorter than 2 years",522.5
0188,Norrtälje,51-60,Men,Upper secondary school,2293.5
0188,Norrtälje,51-60,Women,Postgraduate education,25.5
0188,Norrtälje,51-60,Women,"Primary school, 9/10 years",319.2
0188,Norrtälje,51-60,Women,"Primary school, shorter than 9 years",84.6
0188,Norrtälje,51-60,Women,"Tertiary education, 2 years or longer",971.5
0188,Norrtälje,51-60,Women,"Tertiary education, shorter than 2 years",639.4
0188,Norrtälje,51-60,Women,Upper secondary school,1911.6
0188,Norrtälje,61-70,Men,Postgraduate education,35.3
0188,Norrtälje,61-70,Men,"Primary school, 9/10 years",759.4
0188,Norrtälje,61-70,Men,"Primary school, shorter than 9 years",86.2
0188,Norrtälje,61-70,Men,"Tertiary education, 2 years or longer",465.7
0188,Norrtälje,61-70,Men,"Tertiary education, shorter than 2 years",592.7
0188,Norrtälje,61-70,Men,Upper secondary school,2348.1
0188,Norrtälje,61-70,Women,Postgraduate education,22.5
0188,Norrtälje,61-70,Women,"Primary school, 9/10 years",427.4
0188,Norrtälje,61-70,Women,"Primary school, shorter than 9 years",75.8
0188,Norrtälje,61-70,Women,"Tertiary education, 2 years or longer",793.8
0188,Norrtälje,61-70,Women,"Tertiary education, shorter than 2 years",730.5
0188,Norrtälje,61-70,Women,Upper secondary school,2284.2
0188,Norrtälje,71-104,Men,Postgraduate education,73.5
0188,Norrtälje,71-104,Men,"Primary school, 9/10 years",763.1
0188,Norrtälje,71-104,Men,"Primary school, shorter than 9 years",1078.9
0188,Norrtälje,71-104,Men,"Tertiary education, 2 years or longer",842.9
0188,Norrtälje,71-104,Men,"Tertiary education, shorter than 2 years",720.3
0188,Norrtälje,71-104,Men,Upper secondary school,2923.2
0188,Norrtälje,71-104,Women,Postgraduate education,36.9
0188,Norrtälje,71-104,Women,"Primary school, 9/10 years",708.9
0188,Norrtälje,71-104,Women,"Primary school, shorter than 9 years",878.8
0188,Norrtälje,71-104,Women,"Tertiary education, 2 years or longer",1027.5
0188,Norrtälje,71-104,Women,"Tertiary education, shorter than 2 years",999.2
0188,Norrtälje,71-104,Women,Upper secondary school,3395.0
0191,Sigtuna,18-22,Men,"Primary school, 9/10 years",1165.0
0191,Sigtuna,18-22,Men,"Primary school, shorter than 9 years",15.7
0191,Sigtuna,18-22,Men,"Tertiary education, 2 years or longer",35.0
0191,Sigtuna,18-22,Men,"Tertiary education, shorter than 2 years",215.7
0191,Sigtuna,18-22,Men,Upper secondary school,1057.1
0191,Sigtuna,18-22,Women,"Primary school, 9/10 years",1076.3
0191,Sigtuna,18-22,Women,"Primary school, shorter than 9 years",17.8
0191,Sigtuna,18-22,Women,"Tertiary education, 2 years or longer",71.2
0191,Sigtuna,18-22,Women,"Tertiary education, shorter than 2 years",250.8
0191,Sigtuna,18-22,Women,Upper secondary school,966.8
0191,Sigtuna,23-30,Men,Postgraduate education,2.6
0191,Sigtuna,23-30,Men,"Primary school, 9/10 years",158.0
0191,Sigtuna,23-30,Men,"Primary school, shorter than 9 years",42.1
0191,Sigtuna,23-30,Men,"Tertiary education, 2 years or longer",166.0
0191,Sigtuna,23-30,Men,"Tertiary education, shorter than 2 years",206.6
0191,Sigtuna,23-30,Men,Upper secondary school,631.3
0191,Sigtuna,23-30,Women,Postgraduate education,3.0
0191,Sigtuna,23-30,Women,"Primary school, 9/10 years",92.7
0191,Sigtuna,23-30,Women,"Primary school, shorter than 9 years",33.0
0191,Sigtuna,23-30,Women,"Tertiary education, 2 years or longer",317.7
0191,Sigtuna,23-30,Women,"Tertiary education, shorter than 2 years",239.1
0191,Sigtuna,23-30,Women,Upper secondary school,459.7
0191,Sigtuna,31-40,Men,Postgraduate education,18.2
0191,Sigtuna,31-40,Men,"Primary school, 9/10 years",352.9
0191,Sigtuna,31-40,Men,"Primary school, shorter than 9 years",125.2
0191,Sigtuna,31-40,Men,"Tertiary education, 2 years or longer",563.3
0191,Sigtuna,31-40,Men,"Tertiary education, shorter than 2 years",552.5
0191,Sigtuna,31-40,Men,Upper secondary school,1441.6
0191,Sigtuna,31-40,Women,Postgraduate education,20.7
0191,Sigtuna,31-40,Women,"Primary school, 9/10 years",224.0
0191,Sigtuna,31-40,Women,"Primary school, shorter than 9 years",117.1
0191,Sigtuna,31-40,Women,"Tertiary education, 2 years or longer",934.1
0191,Sigtuna,31-40,Women,"Tertiary education, shorter than 2 years",604.9
0191,Sigtuna,31-40,Women,Upper secondary school,1110.5
0191,Sigtuna,41-50,Men,Postgraduate education,31.5
0191,Sigtuna,41-50,Men,"Primary school, 9/10 years",330.4
0191,Sigtuna,41-50,Men,"Primary school, shorter than 9 years",146.4
0191,Sigtuna,41-50,Men,"Tertiary education, 2 years or longer",642.7
0191,Sigtuna,41-50,Men,"Tertiary education, shorter than 2 years",546.3
0191,Sigtuna,41-50,Men,Upper secondary school,1347.6
0191,Sigtuna,41-50,Women,Postgraduate education,38.9
0191,Sigtuna,41-50,Women,"Primary school, 9/10 years",189.6
0191,Sigtuna,41-50,Women,"Primary school, shorter than 9 years",144.4
0191,Sigtuna,41-50,Women,"Tertiary education, 2 years or longer",886.9
0191,Sigtuna,41-50,Women,"Tertiary education, shorter than 2 years",492.8
0191,Sigtuna,41-50,Women,Upper secondary school,1075.0
0191,Sigtuna,51-60,Men,Postgraduate education,34.1
0191,Sigtuna,51-60,Men,"Primary school, 9/10 years",343.5
